Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P50148;P29992;O95837	P50148;P29992;O95837	1;1;1	1;1;1	1;1;1	Guanine nucleotide-binding protein G(q) subunit alpha;Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein subunit alpha-14	GNAQ;GNA11;GNA14	sp|P50148|GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens OX=9606 GN=GNAQ PE=1 SV=4;sp|P29992|GNA11_HUMAN Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2;sp|O95837|GNA14_HUMAN 	3	1	1	1	3.1	3.1	3.1	42.142	359	359;359;355	2.5		1	1				0.0018674	7.6537	3443.4	4234.9	4466.9	2569.9	4208.6	3125.4	3351.8	2591.9	2897.5	4975	4748.6	4153.2	4269.8	2619.4	2801.1	4678.2	3443.4	4234.9	4466.9	2569.9	4208.6	3125.4	3351.8	2591.9	2897.5	4975	4748.6	4153.2	4269.8	2619.4	2801.1	4678.2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3229700	2				218	3065	True	3083	8118;8119	8960;8961	8961			9606;9606;9606
O95886	O95886	4	4	4	Disks large-associated protein 3	DLGAP3	sp|O95886|DLGP3_HUMAN Disks large-associated protein 3 OS=Homo sapiens OX=9606 GN=DLGAP3 PE=1 SV=3	1	4	4	4	5.3	5.3	5.3	106.04	979	979	3.5		2	2		1	1	0	34.32	22837	27453	25222	24001	22343	23247	20784	27447	15527	24627	7860.1	24634	26021	13671	9466.9	9973.3	22837	27453	25222	24001	22343	23247	20784	27447	15527	24627	7860.1	24634	26021	13671	9466.9	9973.3	4	4	4	3	4	3	4	3	3	3	3	3	5	3	2	3	28236000	7				219	1329;2193;2242;3120	True;True;True;True	1338;2209;2258;3138	3464;3465;5781;5959;5960;8264	3816;3817;6329;6518;6519;9115;9116	3816;6329;6519;9116			9606
O95989	O95989	1	1	1	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3	sp|O95989|NUDT3_HUMAN Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1	1	1	1	1	8.1	8.1	8.1	19.471	172	172	5					1		0.0017889	7.1539	0	0	0	0	0	0	0	0	0	0	0	0	787.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4742200	1				220	3971	True	3991	10456	11528	11528			9606
O96000	O96000	3	3	3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	1	3	3	3	19.2	19.2	19.2	20.776	172	172	3.78		2	2	2	2	1	0	37.108	31247	39297	31250	30388	35784	19131	29987	34699	32147	39315	27285	19536	29719	23180	23764	37746	31247	39297	31250	30388	35784	19131	29987	34699	32147	39315	27285	19536	29719	23180	23764	37746	8	9	9	9	9	8	8	9	9	9	9	8	9	8	8	9	128090000	9				221	1748;4715;5163	True;True;True	1762;4732;5181	4523;4524;4525;4526;12463;13609;13610;13611;13612	4962;4963;4964;4965;13791;15052;15053;15054;15055	4964;13791;15054	109	100	9606
P00338;P07864;Q6ZMR3	P00338	5;1;1	4;0;0	4;0;0	L-lactate dehydrogenase A chain	LDHA	sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	3	5	4	4	15.1	11.4	11.4	36.688	332	332;332;332	3.75		1	1	1		1	0	25.53	8317.7	8254.5	6206.8	4660.3	4500.3	4600.9	6756.9	3334.8	4384.4	3506.3	1604.3	5254.2	3725.6	2408.9	5731.4	6589.2	8317.7	8254.5	6206.8	4660.3	4500.3	4600.9	6756.9	3334.8	4384.4	3506.3	1604.3	5254.2	3725.6	2408.9	5731.4	6589.2	3	3	3	3	2	2	3	2	3	2	1	3	2	1	4	3	39758000	4				222	958;1300;3796;4821;4997	True;True;True;False;True	962;1309;3815;4838;5014	2527;3387;10047;12677;13142	2780;3736;11075;14026;14527	2780;3736;11075;14026;14527			9606;9606;9606
P00367;P49448	P00367;P49448	5;3	5;3	5;3	Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1;GLUD2	sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2;sp|P49448|DHE4_HUMAN Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD2 PE=1 SV=2	2	5	5	5	11.8	11.8	11.8	61.397	558	558;558	5.12			1	5	8	10	0	50.417	160720	207200	181820	142930	186100	156950	149410	151770	206510	216870	112480	219850	171780	180420	159630	176160	160720	207200	181820	142930	186100	156950	149410	151770	206510	216870	112480	219850	171780	180420	159630	176160	24	27	24	24	25	24	24	26	27	25	22	25	25	26	26	27	402880000	28				223	748;1962;2072;2438;5178	True;True;True;True;True	750;1977;2087;2088;2454;5196	2042;2043;5086;5087;5088;5089;5090;5091;5092;5445;5446;5447;5448;5449;5450;5451;5452;6483;13655;13656;13657;13658;13659;13660	2239;2240;5574;5575;5576;5577;5578;5579;5580;5964;5965;5966;5967;5968;5969;5970;5971;5972;5973;5974;5975;7108;15101;15102;15103;15104;15105;15106	2240;5577;5969;7108;15103	110	226	9606;9606
P00441	P00441	5	5	5	Superoxide dismutase [Cu-Zn]	SOD1	sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	1	5	5	5	33.1	33.1	33.1	15.936	154	154	3.62	2	2	4	3	2	3	0	40.313	302890	399360	276690	353000	263630	278060	250560	338320	274110	328180	486160	387100	312510	355670	208080	169640	302890	399360	276690	353000	263630	278060	250560	338320	274110	328180	486160	387100	312510	355670	208080	169640	14	13	12	13	16	12	12	14	13	13	15	13	13	14	13	11	366900000	17				224	1989;2116;2481;2797;4504	True;True;True;True;True	2004;2132;2497;2814;4522	5160;5161;5162;5163;5164;5544;5545;5546;5547;6625;6626;6627;7397;11871;11872;11873	5653;5654;5655;5656;5657;6068;6069;6070;6071;7282;7283;7284;7285;8141;13061;13062;13063	5655;6069;7285;8141;13061			9606
P00450	P00450	1	1	1	Ceruloplasmin	CP	sp|P00450|CERU_HUMAN Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1	1	1	1	1	1.2	1.2	1.2	122.2	1065	1065	2		1					0.0018116	7.3029	1061.9	995.59	803.11	937.48	1668.1	0	1040.7	0	1402.5	0	0	0	0	0	1091.1	0	1061.9	995.59	803.11	937.48	1668.1	0	1040.7	0	1402.5	0	0	0	0	0	1091.1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	2283100	1				225	1974	True	1989	5118	5607	5607			9606
P00492	P00492	2	2	2	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	1	2	2	2	11.9	11.9	11.9	24.579	218	218	3.43		2	2	1	2		0	19.082	4640.2	14306	6658	8736.7	7970.4	4112.9	2545.4	6505.9	6693	5186.8	1059.1	8056.3	6219.7	6144.1	4940.6	3714.1	4640.2	14306	6658	8736.7	7970.4	4112.9	2545.4	6505.9	6693	5186.8	1059.1	8056.3	6219.7	6144.1	4940.6	3714.1	4	5	4	5	5	3	2	4	4	3	1	5	4	3	3	3	67610000	8				226	3485;4820	True;True	3502;4837	9189;9190;9191;9192;12674;12675;12676	10126;10127;10128;10129;10130;14023;14024;14025	10129;14025			9606
P00505	P00505	3	3	3	Aspartate aminotransferase, mitochondrial	GOT2	sp|P00505|AATM_HUMAN Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3	1	3	3	3	6.3	6.3	6.3	47.517	430	430	3		2	2		1		0	18.373	9666	18732	12276	13689	13310	13111	10293	11307	17488	14065	10721	15510	13226	13718	14866	11448	9666	18732	12276	13689	13310	13111	10293	11307	17488	14065	10721	15510	13226	13718	14866	11448	2	3	2	3	2	2	2	2	4	2	2	3	3	3	4	2	27889000	5				227	154;2486;3800	True;True;True	154;2502;3819	403;6634;6635;6636;10053	428;7292;7293;7294;11081	428;7293;11081			9606
P00558	P00558	9	9	6	Phosphoglycerate kinase 1	PGK1	sp|P00558|PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	1	9	9	6	22.8	22.8	15.3	44.614	417	417	3.17	1	10	9	5	3	2	0	69.313	264900	316380	291640	298900	325840	236280	181970	254010	327520	266780	191050	316640	300250	311880	276070	320110	264900	316380	291640	298900	325840	236280	181970	254010	327520	266780	191050	316640	300250	311880	276070	320110	22	24	24	23	26	18	23	21	25	25	20	25	22	25	24	26	381410000	30				228	98;376;391;743;1844;2696;2957;4706;5176	True;True;True;True;True;True;True;True;True	97;377;392;745;1859;2713;2974;4723;5194	255;1007;1008;1049;1050;1051;1052;1053;1054;2031;4744;4745;7156;7157;7158;7159;7160;7161;7162;7163;7164;7873;12407;12408;13647;13648;13649;13650;13651;13652	271;1091;1092;1135;1136;1137;1138;1139;1140;2228;5197;5198;7866;7867;7868;7869;7870;7871;7872;7873;7874;8691;13730;13731;15093;15094;15095;15096;15097;15098	271;1092;1137;2228;5197;7871;8691;13730;15096	111	356	9606
P00568	P00568	6	6	5	Adenylate kinase isoenzyme 1	AK1	sp|P00568|KAD1_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3	1	6	6	5	37.6	37.6	33	21.635	194	194	3.71		4	5	3	2	3	0	48.225	57836	44763	74820	56679	54981	41492	40843	63258	55966	48895	34810	52016	56295	48914	47344	47681	57836	44763	74820	56679	54981	41492	40843	63258	55966	48895	34810	52016	56295	48914	47344	47681	12	12	11	11	12	12	11	12	13	10	11	10	11	13	11	10	174560000	18				229	600;1768;2075;2286;2568;3983	True;True;True;True;True;True	602;1782;2091;2302;2585;4002	1574;1575;1576;1577;1578;4570;5455;5456;5457;6064;6851;10481;10482;10483;10484;10485;10486	1715;1716;1717;1718;1719;5013;5978;5979;5980;5981;6634;7533;11554;11555;11556;11557;11558;11559	1716;5013;5981;6634;7533;11556	112	125	9606
P00738;P00739	P00738;P00739	3;2	3;2	3;2	Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain;Haptoglobin-related protein	HP;HPR	sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1;sp|P00739|HPTR_HUMAN Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2	2	3	3	3	7.1	7.1	7.1	45.205	406	406;348	2.75		2	1	1			0	17.771	9797.6	10007	2451	1057.2	1442.7	0	7501.3	0	14990	4208.8	2162.3	2473.2	7761.8	1898.8	3135.9	4765.4	9797.6	10007	2451	1057.2	1442.7	0	7501.3	0	14990	4208.8	2162.3	2473.2	7761.8	1898.8	3135.9	4765.4	2	2	2	1	1	0	1	0	4	2	1	2	3	1	1	3	6436200	4				230	822;3687;5006	True;True;True	825;3705;5023	2205;9758;13168;13169	2424;10765;14558;14559	2424;10765;14559			9606;9606
P00915	P00915	1	1	1	Carbonic anhydrase 1	CA1	sp|P00915|CAH1_HUMAN Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2	1	1	1	1	3.4	3.4	3.4	28.87	261	261	2		1					0.005733	6.3935	0	0	0	0	0	0	853.46	0	1972.8	0	0	0	0	2497.1	961.84	844.97	0	0	0	0	0	0	853.46	0	1972.8	0	0	0	0	2497.1	961.84	844.97	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1				231	4839	True	4856	12708	14059	14059			9606
P00918	P00918	3	3	3	Carbonic anhydrase 2	CA2	sp|P00918|CAH2_HUMAN Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2	1	3	3	3	12.7	12.7	12.7	29.246	260	260	3.64		3	2	3	2	1	0	45.745	33371	48474	33586	44880	28347	26322	32148	38751	73922	54805	29648	37811	36856	85936	40442	38580	33371	48474	33586	44880	28347	26322	32148	38751	73922	54805	29648	37811	36856	85936	40442	38580	9	10	9	10	9	8	8	8	10	9	9	9	8	11	9	8	72129000	11				232	1566;3745;5028	True;True;True	1577;3764;5045	4090;4091;4092;4093;4094;9889;9890;9891;13222;13223;13224	4495;4496;4497;4498;4499;10903;10904;10905;14615;14616;14617	4497;10903;14617			9606
P01008	P01008	1	1	1	Antithrombin-III	SERPINC1	sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	52.602	464	464	6						1	0.0041946	6.583	2979.5	28329	2180.7	3343	5312.9	2474.3	4020.6	2791.8	6315.6	2912.1	7658.8	2922.3	5798.1	7597.2	4564.2	5889.4	2979.5	28329	2180.7	3343	5312.9	2474.3	4020.6	2791.8	6315.6	2912.1	7658.8	2922.3	5798.1	7597.2	4564.2	5889.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7000800	1				233	596	True	598	1565	1703	1703			9606
P01009;P20848	P01009	3;1	3;1	3;1	Alpha-1-antitrypsin;Short peptide from AAT	SERPINA1	sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	2	3	3	3	7.4	7.4	7.4	46.736	418	418;420	4	1		1			2	0	21.429	37050	65686	41294	21859	20569	14269	20144	10612	68138	20586	21436	20208	28421	9441	38907	28394	37050	65686	41294	21859	20569	14269	20144	10612	68138	20586	21436	20208	28421	9441	38907	28394	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	35669000	4				234	660;1012;5041	True;True;True	662;1016;5058	1777;2641;2642;13253	1946;2903;2904;14648	1946;2903;14648			9606;9606
P01011	P01011	2	2	2	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	SERPINA3	sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2	1	2	2	2	4.5	4.5	4.5	47.65	423	423	3.4		1	2	1	1		0	12.698	6792.2	13564	9266.1	4102.8	10800	2605	4435.9	3421.1	18683	7187.3	6361.5	3076.9	1912.2	2843.3	8541.1	2558.9	6792.2	13564	9266.1	4102.8	10800	2605	4435.9	3421.1	18683	7187.3	6361.5	3076.9	1912.2	2843.3	8541.1	2558.9	4	5	5	3	5	2	4	3	4	4	4	2	2	2	4	2	23297000	5				235	121;1419	True;True	121;1428	331;332;3724;3725;3726	352;353;4103;4104;4105	353;4105			9606
P01019	P01019	1	1	1	Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4	AGT	sp|P01019|ANGT_HUMAN Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	53.154	485	485	5.5					1	1	0.0018149	7.3102	957.01	1120.8	1263.1	829.56	0	1394.4	0	926.38	0	0	0	0	0	0	0	943.09	957.01	1120.8	1263.1	829.56	0	1394.4	0	926.38	0	0	0	0	0	0	0	943.09	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	4318900	2				236	4066	True	4085	10713;10714	11808;11809	11808			9606
P01023	P01023	1	1	1	Alpha-2-macroglobulin	A2M	sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	163.29	1474	1474	3			1				0.0025641	6.7557	5801.4	7484.8	4199.2	2679.9	7630	1566.2	5230.5	2901	7570.5	5214	2554.6	3528.4	3340.4	4908.1	7724.2	6779.8	5801.4	7484.8	4199.2	2679.9	7630	1566.2	5230.5	2901	7570.5	5214	2554.6	3528.4	3340.4	4908.1	7724.2	6779.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7019700	1				237	4400	True	4417	11576	12732	12732			9606
P01034	P01034	3	3	3	Cystatin-C	CST3	sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	1	3	3	3	19.2	19.2	19.2	15.799	146	146	5			1	1	2	3	0	22.266	12243	7584.2	10814	23360	8157.3	13348	17286	8017.6	12679	12609	10620	17289	23177	20144	13625	17281	12243	7584.2	10814	23360	8157.3	13348	17286	8017.6	12679	12609	10620	17289	23177	20144	13625	17281	4	4	5	5	2	6	5	2	5	4	3	5	5	6	4	4	26255000	7				238	354;3286;3287	True;True;True	355;3304;3305	949;950;951;952;8675;8676;8677	1029;1030;1031;1032;9557;9558;9559	1032;9557;9559	113	40	9606
P01040	P01040	1	1	1	Cystatin-A;Cystatin-A, N-terminally processed	CSTA	sp|P01040|CYTA_HUMAN Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1	1	1	1	1	18.4	18.4	18.4	11.006	98	98	5.5					1	1	0	84.452	0	0	1712.2	0	952.3	3348.7	0	0	0	0	9128.7	0	0	0	0	0	0	0	1712.2	0	952.3	3348.7	0	0	0	0	9128.7	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	2	0	0	0	0	0	2518700	2				239	4098	True	4117	10818;10819	11918;11919	11919			9606
P01112	P01112	3	2	1	GTPase HRas;GTPase HRas, N-terminally processed	HRAS	sp|P01112|RASH_HUMAN GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1	1	3	2	1	16.4	12.7	6.3	21.298	189	189	2.5		1	1				0	12.294	1321.5	1367.6	961.45	1749.2	1492.9	0	1005.3	1667.9	0	899.08	741.36	0	1481.4	1600.1	1965.3	1855.7	1321.5	1367.6	961.45	1749.2	1492.9	0	1005.3	1667.9	0	899.08	741.36	0	1481.4	1600.1	1965.3	1855.7	1	1	1	1	1	0	1	1	0	1	1	0	1	1	2	1	6165700	2				240	3533;3617;4332	False;True;True	3550;3635;4350	9330;9557;11395	10286;10547;12541	10286;10547;12541			9606
P01116	P01116	3	3	1	GTPase KRas;GTPase KRas, N-terminally processed	KRAS	sp|P01116|RASK_HUMAN GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1	1	3	3	1	16.9	16.9	6.9	21.656	189	189	3.2		2	1	1	1		0	18.596	11604	22815	14538	10335	18554	7654	12464	14293	12850	13794	5410.3	7068.2	5867.6	12167	11140	10422	11604	22815	14538	10335	18554	7654	12464	14293	12850	13794	5410.3	7068.2	5867.6	12167	11140	10422	4	6	5	4	5	2	3	5	4	4	3	3	3	4	4	4	41960000	6				241	981;3533;4331	True;True;True	985;3550;4349	2567;9330;11392;11393;11394	2824;10286;12537;12538;12539;12540	2824;10286;12538	114	111	9606
P01834	P01834	1	1	1	Ig kappa chain C region	IGKC	sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2	1	1	1	1	16.8	16.8	16.8	11.765	107	107	3.5		1	1	1	1		0.002064	11.295	3215.1	1654.8	3179.4	1306.5	6962.4	0	3967.9	0	9774.9	8156.3	5045.5	0	993.39	1595.9	941.71	2570.5	3215.1	1654.8	3179.4	1306.5	6962.4	0	3967.9	0	9774.9	8156.3	5045.5	0	993.39	1595.9	941.71	2570.5	2	1	2	1	3	0	2	0	3	3	2	0	1	1	1	2	5223700	5				242	4606	True	4623	12152;12153;12154;12155	13432;13433;13434;13435;13436	13434			9606
P01857;P01860	P01857;P01860	4;2	4;2	3;1	Ig gamma-1 chain C region;Ig gamma-3 chain C region	IGHG1;IGHG3	sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1;sp|P01860|IGHG3_HUMAN Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2	2	4	4	3	15.2	15.2	11.8	36.105	330	330;377	3.5	1	2	1	2		2	0	27.113	85046	49177	88139	20169	95699	25177	56835	15509	82322	93671	44318	18176	32967	26327	39141	37297	85046	49177	88139	20169	95699	25177	56835	15509	82322	93671	44318	18176	32967	26327	39141	37297	9	8	9	7	9	5	9	6	9	9	7	5	8	7	8	7	136330000	9				243	394;1571;2270;4522	True;True;True;True	395;1582;2286;4540	1064;1065;1066;4107;6016;11905;11906;11907	1150;1151;1152;4514;6584;13098;13099;13100;13101	1152;4514;6584;13100			9606;9606
P01876;P01877	P01876	3;1	3;1	3;1	Ig alpha-1 chain C region	IGHA1	sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	2	3	3	3	9.9	9.9	9.9	37.654	353	353;340	2.5	1	1	1	1			0	20.561	1108.9	6591.8	889.96	1540.2	5550.1	2114.3	3902.4	2375.8	1915	1291	4733.8	1842.1	3588.6	0	2279.3	1930	1108.9	6591.8	889.96	1540.2	5550.1	2114.3	3902.4	2375.8	1915	1291	4733.8	1842.1	3588.6	0	2279.3	1930	1	2	1	1	2	1	2	1	1	1	2	2	2	0	1	1	5718700	4				244	3580;3910;4527	True;True;True	3598;3929;4545	9456;9457;10309;11925	10432;10433;11375;13120	10432;11375;13120			9606;9606
P01891;Q95604	P01891;Q95604	1;1	1;1	1;1	HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, Cw-17 alpha chain	HLA-A;HLA-C	sp|P01891|1A68_HUMAN HLA class I histocompatibility antigen, A-68 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=4;sp|Q95604|1C17_HUMAN HLA class I histocompatibility antigen, Cw-17 alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1	2	1	1	1	3.8	3.8	3.8	40.908	365	365;372	3			1				0.0017528	6.9948	0	1125.3	0	0	0	0	0	1031.8	1615.3	0	0	0	1008.1	0	0	0	0	1125.3	0	0	0	0	0	1031.8	1615.3	0	0	0	1008.1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	5487400	1				245	1845	True	1860	4746	5199	5199			9606;9606
P02042	P02042	3	1	1	Hemoglobin subunit delta	HBD	sp|P02042|HBD_HUMAN Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2	1	3	1	1	25.9	8.8	8.8	16.055	147	147	3		1	1	1			0.0018315	7.4089	2632.9	6357.6	1065.9	3569.1	0	2572	4618.7	1487.8	17245	2545.5	5862	2076.8	1177.7	15181	4712.7	2314.3	2632.9	6357.6	1065.9	3569.1	0	2572	4618.7	1487.8	17245	2545.5	5862	2076.8	1177.7	15181	4712.7	2314.3	1	3	1	2	0	2	2	1	3	2	3	2	1	3	2	2	68653000	3				246	2987;4860;4905	False;False;True	3004;4877;4922	7954;12769;12770;12899;12900;12901	8784;14123;14124;14259;14260;14261	8784;14123;14259			9606
P02452	P02452	13	13	12	Collagen alpha-1(I) chain	COL1A1	sp|P02452|CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5	1	13	13	12	9.9	9.9	9.4	138.94	1464	1464	3.69	1	11	8	8	8	6	0	205.92	135900	67467	127640	128060	69166	124770	99967	54975	154330	60629	209050	87645	433290	95357	44887	90059	135900	67467	127640	128060	69166	124770	99967	54975	154330	60629	209050	87645	433290	95357	44887	90059	32	18	28	27	22	28	30	16	26	17	32	25	40	22	17	24	3136700000	46				247	803;1924;2015;2049;2052;2054;2055;2080;2243;2311;3608;3997;4258	True;True;True;True;True;True;True;True;True;True;True;True;True	806;1939;2030;2064;2067;2069;2070;2096;2259;2327;3626;4016;4276	2164;2165;4975;4976;5266;5267;5356;5357;5361;5362;5363;5364;5365;5366;5367;5368;5369;5370;5371;5375;5376;5377;5378;5379;5380;5463;5464;5465;5961;5962;6106;6107;6108;6109;9525;9526;9527;9528;9529;10530;10531;11231	2373;2374;5451;5452;5762;5763;5864;5865;5869;5870;5871;5872;5873;5874;5875;5876;5877;5878;5879;5880;5884;5885;5886;5887;5888;5889;5890;5987;5988;5989;6520;6521;6677;6678;6679;6680;6681;6682;10514;10515;10516;10517;10518;11613;11614;12364	2373;5451;5762;5864;5876;5885;5890;5987;6521;6679;10514;11613;12364	115	181	9606
P02462	P02462	1	1	1	Collagen alpha-1(IV) chain;Arresten	COL4A1	sp|P02462|CO4A1_HUMAN Collagen alpha-1(IV) chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	160.61	1669	1669	4				1			0	15.1	4679.9	4511	8820.4	7438.8	7460.7	4701.7	10179	5572.3	7986.9	11911	5140.6	6585.2	4919.3	3428.2	5275.3	8133.9	4679.9	4511	8820.4	7438.8	7460.7	4701.7	10179	5572.3	7986.9	11911	5140.6	6585.2	4919.3	3428.2	5275.3	8133.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1				248	2477	True	2493	6617	7270	7270			9606
