Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
O00468	O00468	2	2	2	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	AGRN	sp|O00468|AGRIN_HUMAN Agrin OS=Homo sapiens OX=9606 GN=AGRN PE=1 SV=5	1	2	2	2	1.3	1.3	1.3	217.23	2067	2067	3.67	1			1		1	0	24.293	0	0	765.7	764.05	0	784	2135.5	0	0	0	1307.9	1671	0	0	0	0	0	0	765.7	764.05	0	784	2135.5	0	0	0	1307.9	1671	0	0	0	0	0	0	1	1	0	1	2	0	0	0	1	2	0	0	0	0	6267200	3				85	1441;6840	True;True	1464;6972	3614;3615;17024	3952;3953;18457	3953;18457			9606
O00479	O00479	3	3	3	High mobility group nucleosome-binding domain-containing protein 4	HMGN4	sp|O00479|HMGN4_HUMAN High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3	1	3	3	3	26.7	26.7	26.7	9.5388	90	90	3.31	3	2	2	2	2	2	0	20.15	276970	60744	226400	206720	241640	220490	182810	282620	254970	284210	266040	120390	526020	405860	229810	418390	276970	60744	226400	206720	241640	220490	182810	282620	254970	284210	266040	120390	526020	405860	229810	418390	13	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	497360000	13				86	251;926;1039	True;True;True	251;928;1045	674;675;676;677;678;679;2327;2328;2329;2330;2331;2332;2601	736;737;738;739;740;741;2534;2535;2536;2537;2538;2539;2832	740;2538;2832			9606
O00483	O00483	1	1	1	Cytochrome c oxidase subunit NDUFA4	NDUFA4	sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	1	1	1	1	9.9	9.9	9.9	9.3697	81	81	1	1						0.0033356	6.6302	3780	6317.3	5817.6	5494.7	4424.9	4451.2	4004	5747.9	3626.4	20127	11554	7369.8	3865.7	3522	4733.5	3083.3	3780	6317.3	5817.6	5494.7	4424.9	4451.2	4004	5747.9	3626.4	20127	11554	7369.8	3865.7	3522	4733.5	3083.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4752600	1				87	4084	True	4174	10371	11248	11248			9606
O00499	O00499	19	19	17	Myc box-dependent-interacting protein 1	BIN1	sp|O00499|BIN1_HUMAN Myc box-dependent-interacting protein 1 OS=Homo sapiens OX=9606 GN=BIN1 PE=1 SV=1	1	19	19	17	32.9	32.9	29.3	64.699	593	593	3.59	9	11	10	13	9	12	0	323.31	1241300	1044000	871400	1000600	1253300	1000300	897850	816540	1083000	751730	656080	778110	1135200	1172800	1357900	760860	1241300	1044000	871400	1000600	1253300	1000300	897850	816540	1083000	751730	656080	778110	1135200	1172800	1357900	760860	62	61	57	63	64	65	58	56	58	54	53	60	62	61	65	57	3978200000	69				88	150;646;991;3222;3223;3386;3400;3801;4222;4223;4237;4421;4497;4741;5049;5914;6579;6884;6929	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	150;649;996;3293;3294;3461;3475;3883;4315;4316;4330;4515;4849;5163;6039;6706;7016;7061	375;376;1617;1618;1619;1620;1621;1622;1623;1624;2512;2513;8168;8169;8170;8171;8671;8672;8673;8674;8675;8703;9685;10692;10693;10694;10695;10732;11143;11144;11145;11146;11147;11148;11149;11150;11151;11152;11912;11913;11914;12718;12719;12720;14725;14726;14727;14728;14729;14730;14731;14732;14733;16385;17131;17132;17133;17134;17135;17136;17246;17247;17248;17249	411;412;1749;1750;1751;1752;1753;1754;1755;1756;2737;2738;8825;8826;8827;8828;8829;9385;9386;9387;9388;9389;9390;9420;10503;11587;11588;11589;11590;11628;12071;12072;12073;12074;12075;12076;12077;12078;12079;12080;12896;12897;12898;13772;13773;13774;15945;15946;15947;15948;15949;15950;15951;15952;15953;15954;17761;18567;18568;18569;18570;18571;18572;18573;18692;18693;18694;18695;18696	411;1754;2738;8826;8829;9389;9420;10503;11587;11590;11628;12078;12896;13773;15951;17761;18570;18694	73	112	9606
O00505	O00505	1	1	1	Importin subunit alpha-4	KPNA3	sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	1	1	1	1	3.5	3.5	3.5	57.81	521	521	6						1	0.0014378	7.7375	2821.9	2101	2104.2	1780.6	2474.8	2374.1	1177.9	1998.2	1772.6	2408.2	2523.9	1473	2329.3	1776.8	1515.8	3806.5	2821.9	2101	2104.2	1780.6	2474.8	2374.1	1177.9	1998.2	1772.6	2408.2	2523.9	1473	2329.3	1776.8	1515.8	3806.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	950760	1				89	4785	True	4894	12015	13006	13006			9606
O00533	O00533	5	5	5	Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein	CHL1	sp|O00533|NCHL1_HUMAN Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4	1	5	5	5	4.1	4.1	4.1	135.07	1208	1208	2	3	3	1	1			0	35.367	28188	46298	32348	28888	45336	34257	22368	16827	38618	14469	20957	25212	21963	46315	41720	16926	28188	46298	32348	28888	45336	34257	22368	16827	38618	14469	20957	25212	21963	46315	41720	16926	7	8	8	7	8	8	6	7	7	6	7	6	7	8	8	7	76604000	8				90	2705;3460;6789;6881;7024	True;True;True;True;True	2768;3536;6921;7013;7158	6776;6777;6778;8861;16909;16910;17127;17484	7336;7337;7338;9593;18332;18333;18563;18948	7338;9593;18333;18563;18948	74	773	9606
O00555	O00555	6	6	6	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	CACNA1A	sp|O00555|CAC1A_HUMAN Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Homo sapiens OX=9606 GN=CACNA1A PE=1 SV=2	1	6	6	6	2.5	2.5	2.5	282.36	2505	2505	4.5		1	1	2	1	3	0	42.579	25475	16683	20458	24304	24247	33182	27410	30604	27813	32735	27876	26249	19837	24122	12844	22776	25475	16683	20458	24304	24247	33182	27410	30604	27813	32735	27876	26249	19837	24122	12844	22776	7	6	6	7	7	8	8	8	8	8	8	6	7	7	6	6	67898000	8				91	49;1841;2842;2843;5344;5422	True;True;True;True;True;True	49;1878;2906;2907;5465;5545	116;4653;7183;7184;13409;13410;13594;13595	132;5068;7759;7760;14514;14515;14737;14738	132;5068;7759;7760;14514;14737			9606
O00567	O00567	2	2	2	Nucleolar protein 56	NOP56	sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4	1	2	2	2	4.5	4.5	4.5	66.049	594	594	4.5			1	1	1	1	0	50.927	28023	12985	21481	25471	30577	46074	42724	34612	29692	12416	30692	17920	14778	24583	9255.8	18837	28023	12985	21481	25471	30577	46074	42724	34612	29692	12416	30692	17920	14778	24583	9255.8	18837	4	3	4	4	3	4	4	4	4	4	4	3	4	4	4	4	56551000	4				92	1717;1734	True;True	1752;1769	4345;4383;4384;4385	4730;4770;4771;4772	4730;4771			9606
O00571;O15523	O00571;O15523	2;1	2;1	2;1	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;sp|O15523|DDX3Y_HUMAN ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2	2	2	2	2	3.9	3.9	3.9	73.243	662	662;660	2.5		1	1				0	13.109	6572.7	4664.9	4772.6	5501.6	5950.1	7995.9	5597.3	8430.7	11260	12127	9637.2	12105	12163	8901.2	7259.5	8038.6	6572.7	4664.9	4772.6	5501.6	5950.1	7995.9	5597.3	8430.7	11260	12127	9637.2	12105	12163	8901.2	7259.5	8038.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11447000	2				93	4013;5603	True;True	4100;5729	10194;13989	11048;15160	11048;15160			9606;9606
O00625	O00625	2	2	2	Pirin	PIR	sp|O00625|PIR_HUMAN Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	1	2	2	2	6.6	6.6	6.6	32.113	290	290	3.83		1	2	1	1	1	0	12.168	31260	18823	27489	24908	29749	29198	13398	7578.1	21079	11054	13565	19318	15275	24559	23251	11312	31260	18823	27489	24908	29749	29198	13398	7578.1	21079	11054	13565	19318	15275	24559	23251	11312	6	6	6	6	6	6	5	4	6	5	6	6	6	6	5	4	116050000	6				94	2189;4612	True;True	2235;4714	5530;5531;5532;5533;5534;11602	6009;6010;6011;6012;6013;12568	6012;12568	75	126	9606
O00754;M0QZ24	O00754;M0QZ24	2;1	2;1	2;1	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	MAN2B1	sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3;tr|M0QZ24|M0QZ24_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1	2	2	2	2	2.8	2.8	2.8	113.74	1011	1011;198	1.5	1	1					0	12.056	2048.1	0	1511.3	1296.1	0	2389.2	1255.1	1069	0	1083.1	912.45	1817.2	1364.5	1002.8	793.14	0	2048.1	0	1511.3	1296.1	0	2389.2	1255.1	1069	0	1083.1	912.45	1817.2	1364.5	1002.8	793.14	0	1	0	1	1	0	2	1	1	0	1	1	1	1	1	1	0	241200	2				95	3701;4284	True;True	3780;4377	9451;10843	10239;11743	10239;11743	76	789	9606;9606
O14523	O14523	1	1	1	C2 domain-containing protein 2-like	C2CD2L	sp|O14523|C2C2L_HUMAN Phospholipid transfer protein C2CD2L OS=Homo sapiens OX=9606 GN=C2CD2L PE=1 SV=3	1	1	1	1	3.5	3.5	3.5	76.18	706	706	6						1	0.0015232	10.415	0	931.99	0	0	0	845.44	1343.5	826.06	965.22	0	0	0	917.87	0	0	0	0	931.99	0	0	0	845.44	1343.5	826.06	965.22	0	0	0	917.87	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	12496000	1				96	5581	True	5707	13934	15103	15103			9606
O14531	O14531	3	3	3	Dihydropyrimidinase-related protein 4	DPYSL4	sp|O14531|DPYL4_HUMAN Dihydropyrimidinase-related protein 4 OS=Homo sapiens OX=9606 GN=DPYSL4 PE=1 SV=2	1	3	3	3	6.3	6.3	6.3	61.877	572	572	2.57	1	6	5	2			0	98.359	144520	178630	138510	93475	159090	121860	96567	125080	152500	78304	131320	93788	116430	132420	152670	118670	144520	178630	138510	93475	159090	121860	96567	125080	152500	78304	131320	93788	116430	132420	152670	118670	14	14	14	14	15	14	14	15	14	14	14	14	15	14	14	14	106080000	15				97	2646;3878;4510	True;True;True	2708;3961;4605	6634;6635;9833;9834;11371;11372;11373;11374;11375;11376;11377;11378;11379;11380	7180;7181;10666;10667;12320;12321;12322;12323;12324;12325;12326;12327;12328;12329;12330	7181;10666;12322	77	375	9606
O14562	O14562	1	1	1	Ubiquitin domain-containing protein UBFD1	UBFD1	sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2	1	1	1	1	2.6	2.6	2.6	33.382	309	309	2.5		1	1				0.0026738	6.6526	25381	15359	22756	20202	14917	24402	16441	25890	24675	24374	12861	18924	21639	18669	19445	18004	25381	15359	22756	20202	14917	24402	16441	25890	24675	24374	12861	18924	21639	18669	19445	18004	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	19204000	2				98	895	True	895	2236;2237	2437;2438	2438			9606
O14576	O14576	10	10	9	Cytoplasmic dynein 1 intermediate chain 1	DYNC1I1	sp|O14576|DC1I1_HUMAN Cytoplasmic dynein 1 intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1I1 PE=1 SV=2	1	10	10	9	14.1	14.1	13	72.955	645	645	4.39	2	1	5	7	7	9	0	213.89	867380	670290	548130	811280	851280	1048500	857370	896480	744710	654070	615760	725300	525270	613060	378570	412070	867380	670290	548130	811280	851280	1048500	857370	896480	744710	654070	615760	725300	525270	613060	378570	412070	32	32	32	32	33	32	32	32	33	33	31	33	32	32	31	33	1757000000	34				99	448;1464;2039;2131;2132;2406;3752;3753;6125;6382	True;True;True;True;True;True;True;True;True;True	446;1488;1489;2079;2176;2177;2460;3833;3834;6248;6508	1156;3677;3678;3679;3680;3681;3682;5156;5157;5158;5387;5388;5389;5390;5391;5392;6053;9573;9574;9575;9576;9577;9578;9579;9580;9581;9582;9583;15241;15242;15882	1256;4030;4031;4032;4033;4034;4035;5607;5608;5609;5854;5855;5856;5857;5858;5859;5860;6566;10378;10379;10380;10381;10382;10383;10384;10385;10386;10387;10388;10389;10390;16504;16505;17203	1256;4031;5607;5854;5857;6566;10378;10389;16505;17203	78	39	9606
O14594	O14594	18	18	18	Neurocan core protein	NCAN	sp|O14594|NCAN_HUMAN Neurocan core protein OS=Homo sapiens OX=9606 GN=NCAN PE=1 SV=3	1	18	18	18	16.6	16.6	16.6	143.09	1321	1321	4.05	5	3	4	13	3	12	0	221.63	338760	368800	335510	310560	546530	557370	369140	286930	477060	293370	289820	380450	355170	617030	498290	281760	338760	368800	335510	310560	546530	557370	369140	286930	477060	293370	289820	380450	355170	617030	498290	281760	32	34	31	35	37	36	32	25	37	24	28	30	27	37	37	29	1268800000	45				100	692;853;1012;1265;1338;1987;2092;2917;3206;3329;4377;4871;5246;5398;6295;6977;7120;7254	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	694;852;1017;1279;1353;2025;2137;2981;3277;3401;4471;4981;5364;5519;6419;7110;7255;7392	1755;1756;1757;2163;2164;2165;2544;2545;3110;3111;3289;3290;3291;5022;5023;5024;5025;5026;5027;5298;5299;5300;7371;8116;8117;8118;8476;8477;8478;11041;12261;13180;13181;13532;13533;15655;17375;17704;17705;18080	1895;1896;1897;2361;2362;2363;2770;2771;3393;3394;3601;3602;3603;5464;5465;5466;5467;5468;5469;5470;5471;5758;5759;5760;7957;8770;8771;8772;9167;9168;9169;9170;9171;11954;13277;14264;14265;14661;14662;16961;18834;19185;19186;19187;19589	1895;2362;2770;3393;3601;5468;5759;7957;8772;9170;11954;13277;14264;14662;16961;18834;19185;19589	79	1187	9606
P47813;O14602	P47813;O14602	3;3	3;3	3;3	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AX;EIF1AY	sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4	2	3	3	3	17.4	17.4	17.4	16.46	144	144;144	4.17		1	1	1	2	1	0	20.635	33880	18183	42987	23801	24842	30157	20422	40140	39296	36885	26227	21141	43726	32762	23643	50758	33880	18183	42987	23801	24842	30157	20422	40140	39296	36885	26227	21141	43726	32762	23643	50758	6	6	6	5	6	6	6	6	6	6	6	5	6	6	5	6	44149000	6				101	1601;4655;7233	True;True;True	1633;4759;7371	4061;4062;4063;4064;11703;18043	4430;4431;4432;4433;12676;19546	4432;12676;19546			9606;9606
O14613	O14613	1	1	1	Cdc42 effector protein 2	CDC42EP2	sp|O14613|BORG1_HUMAN Cdc42 effector protein 2 OS=Homo sapiens OX=9606 GN=CDC42EP2 PE=1 SV=1	1	1	1	1	8.6	8.6	8.6	22.483	210	210	3			1				0.0033091	6.5419	770.98	1127.2	1393.5	0	0	1860.8	1152.5	1245.3	2386.8	0	0	1061.7	0	2263.5	1445	1930.8	770.98	1127.2	1393.5	0	0	1860.8	1152.5	1245.3	2386.8	0	0	1061.7	0	2263.5	1445	1930.8	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1957900	1				102	4323	True	4416	10924	11824	11824	80	29	9606
O14617	O14617	4	4	4	AP-3 complex subunit delta-1	AP3D1	sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	1	4	4	4	3.8	3.8	3.8	130.16	1153	1153	4.11	1		2	2	2	2	0	38.084	131030	121500	98544	129100	169220	152980	150330	177290	137650	155780	145260	168760	101660	137910	61533	94940	131030	121500	98544	129100	169220	152980	150330	177290	137650	155780	145260	168760	101660	137910	61533	94940	11	11	11	11	11	11	11	11	11	11	11	11	11	11	9	11	141160000	11				103	462;813;1398;3361	True;True;True;True	460;811;1416;3435	1184;1185;1186;2050;2051;2052;2053;3494;8609	1288;1289;1290;1291;2232;2233;2234;2235;3826;9320;9321	1290;2234;3826;9320			9606
O14618	O14618	1	1	1	Copper chaperone for superoxide dismutase	CCS	sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1	1	1	1	1	4.7	4.7	4.7	29.04	274	274	6						1	0.0014892	9.2195	4382.1	2789.2	3319.5	2082.8	4583.7	3436.1	2559.3	3858.2	2003	1990.7	2809.9	2034.2	3768.1	3139.4	2964.6	3155.9	4382.1	2789.2	3319.5	2082.8	4583.7	3436.1	2559.3	3858.2	2003	1990.7	2809.9	2034.2	3768.1	3139.4	2964.6	3155.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3903900	1				104	5830	True	5956	14520	15726	15726			9606
O14639	O14639	6	6	6	Actin-binding LIM protein 1	ABLIM1	sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3	1	6	6	6	7.3	7.3	7.3	87.687	778	778	3.71		2	2	1		2	0	36.539	61080	37394	53892	43513	53248	51221	46867	47615	44954	59836	49075	47046	64788	52945	31301	64481	61080	37394	53892	43513	53248	51221	46867	47615	44954	59836	49075	47046	64788	52945	31301	64481	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	158730000	7				105	1436;1896;5036;5140;5451;6001	True;True;True;True;True;True	1459;1933;5150;5256;5576;6125	3601;4813;4814;12694;12939;13645;14946	3938;5242;5243;13747;14003;14792;16189	3938;5242;13747;14003;14792;16189	81	608	9606
O14646;REV__Q6ZQQ2	O14646;REV__Q6ZQQ2	2;1	2;1	2;1	Chromodomain-helicase-DNA-binding protein 1	CHD1	sp|O14646|CHD1_HUMAN Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=CHD1 PE=1 SV=2;sp|Q6ZQQ2|S31D1_HUMAN Spermatogenesis-associated protein 31D1 OS=Homo sapiens OX=9606 GN=SPATA31D1 PE=2 SV=1	2	2	2	2	0.8	0.8	0.8	196.69	1710	1710;1576	3	1				1		0	10.971	20260	22033	20090	16755	22902	30302	21731	27991	23489	34865	16944	31103	26731	17511	23187	22164	20260	22033	20090	16755	22902	30302	21731	27991	23489	34865	16944	31103	26731	17511	23187	22164	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	4157500	2				106	4998;5356	True;True	5112;5477	12594;13434	13642;14543	13642;14543			9606;9606
O14737	O14737	8	8	7	Programmed cell death protein 5	PDCD5	sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	1	8	8	7	66.4	66.4	58.4	14.285	125	125	2.82	4	4	4	2	2	1	0	58.895	211560	120930	175050	195990	177320	207080	160010	225080	199630	375980	180160	205950	327370	235160	163230	284730	211560	120930	175050	195990	177320	207080	160010	225080	199630	375980	180160	205950	327370	235160	163230	284730	14	15	14	14	14	15	14	14	15	15	14	15	14	15	13	16	253050000	17				107	144;810;3306;4368;4758;6963;6979;7186	True;True;True;True;True;True;True;True	808;3378;4462;4866;7096;7112;7323	2047;8418;8419;8420;8421;11023;11960;11961;11962;11963;17332;17333;17377;17378;17379;17380;17900	2229;9103;9104;9105;9106;11935;12949;12950;12951;12952;18788;18789;18836;18837;18838;18839;19392	2229;9106;11935;12950;18789;18838;19392	82	77	9606
O14745	O14745	9	9	9	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4	1	9	9	9	25.7	25.7	25.7	38.868	358	358	3.94		7	9	6	7	7	0	145.19	278110	285580	323160	366120	301720	405680	283930	432290	298250	370040	261940	372660	623310	489650	365510	409170	278110	285580	323160	366120	301720	405680	283930	432290	298250	370040	261940	372660	623310	489650	365510	409170	36	36	37	38	37	37	37	37	37	37	35	36	39	39	36	37	891460000	39				108	355;369;1527;2296;2308;4211;4213;4426;6088	True;True;True;True;True;True;True;True;True	354;368;1556;2345;2357;4302;4304;4520;6212	907;908;909;910;940;3842;3843;3844;5778;5779;5780;5802;5803;5804;5805;10625;10626;10627;10628;10629;10633;10634;10635;10636;10637;10638;11158;11159;11160;11161;11162;15154;15155;15156;15157;15158	987;988;989;990;1022;4200;4201;4202;6279;6280;6281;6303;6304;6305;6306;11515;11516;11517;11518;11519;11523;11524;11525;11526;11527;11528;11529;12086;12087;12088;12089;12090;16409;16410;16411;16412;16413;16414;16415	990;1022;4201;6280;6306;11519;11525;12090;16415			9606
O14773	O14773	4	4	4	Tripeptidyl-peptidase 1	TPP1	sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	1	4	4	4	8.2	8.2	8.2	61.247	563	563	2.11	3	3	2	1			0	46.706	65149	75967	62690	60992	97461	64275	36485	42362	67753	41800	70685	49789	30089	50798	87165	26635	65149	75967	62690	60992	97461	64275	36485	42362	67753	41800	70685	49789	30089	50798	87165	26635	6	8	7	7	8	7	6	7	8	6	5	8	7	8	8	5	319710000	9				109	862;4484;6897;7044	True;True;True;True	862;4580;7029;7178	2186;2187;2188;2189;11304;11305;17158;17524;17525	2386;2387;2388;2389;12243;12244;18595;18993;18994	2387;12243;18595;18993			9606
O14775	O14775	1	1	1	Guanine nucleotide-binding protein subunit beta-5	GNB5	sp|O14775|GNB5_HUMAN Guanine nucleotide-binding protein subunit beta-5 OS=Homo sapiens OX=9606 GN=GNB5 PE=1 SV=2	1	1	1	1	3	3	3	43.566	395	395	4.67			1		1	1	0.0013928	7.0452	12560	19204	17621	14780	14265	15415	11201	16434	14851	16139	14434	22934	12788	21399	11646	13070	12560	19204	17621	14780	14265	15415	11201	16434	14851	16139	14434	22934	12788	21399	11646	13070	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	53827000	3				110	4102	True	4192	10404;10405;10406	11281;11282;11283	11282			9606
O14776	O14776	1	1	1	Transcription elongation regulator 1	TCERG1	sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	1	1	1	1	1.3	1.3	1.3	123.9	1098	1098	3			1				0.0014327	7.6141	921.3	2882.3	0	1708.2	1749.2	2937.5	1889.4	1463.8	1019.8	0	1911.3	1238.7	1793.1	1890.8	0	1223.3	921.3	2882.3	0	1708.2	1749.2	2937.5	1889.4	1463.8	1019.8	0	1911.3	1238.7	1793.1	1890.8	0	1223.3	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	4328100	1				111	1257	True	1271	3095	3378	3378			9606
O14810	O14810	7	4	4	Complexin-1	CPLX1	sp|O14810|CPLX1_HUMAN Complexin-1 OS=Homo sapiens OX=9606 GN=CPLX1 PE=1 SV=1	1	7	4	4	56.7	43.3	43.3	15.03	134	134	4.29		2	2	4	2	4	0	33.197	773020	697410	704510	735500	575870	977310	713010	1093000	795250	1253700	631640	1046200	942010	893550	597110	872430	773020	697410	704510	735500	575870	977310	713010	1093000	795250	1253700	631640	1046200	942010	893550	597110	872430	15	15	16	15	15	15	15	15	15	16	15	15	15	15	15	15	837350000	16				112	1470;1673;3722;3745;4563;4564;4832	True;False;True;False;True;True;False	1495;1496;1707;3801;3826;4657;4658;4659;4942	3691;3692;3693;3694;3695;4231;4232;4233;4234;4235;4236;4237;4238;9491;9561;11488;11489;11490;11491;11492;11493;11494;11495;12149	4045;4046;4047;4048;4049;4050;4611;4612;4613;4614;4615;4616;4617;4618;10286;10366;12443;12444;12445;12446;12447;12448;12449;12450;12451;13154	4050;4611;10286;10366;12446;12449;13154	83;84	19;86	9606
O14907	O14907	2	2	1	Tax1-binding protein 3	TAX1BP3	sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	1	2	2	1	25	25	13.7	13.735	124	124	3		1	1	1			0	76.825	4567.4	5744.6	9426	9030.8	5778.7	8081.9	3757	5514.9	5916.2	4055.1	3645.1	6431.8	5001.2	7547.5	5410.9	3961.6	4567.4	5744.6	9426	9030.8	5778.7	8081.9	3757	5514.9	5916.2	4055.1	3645.1	6431.8	5001.2	7547.5	5410.9	3961.6	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	15428000	3				113	6148;6961	True;True	7094	17326;17327;17328	18782;18783;18784	18783			9606
