Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P00492	P00492	7	7	7	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	sp|P00492|HPRT_HUMAN Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	1	7	7	7	48.6	48.6	48.6	24.579	218	218	3.21	6	4	4	3	3	4	0	137.53	410520	694960	844390	604620	835790	843640	307900	312350	530570	185780	873370	481070	569300	730480	709830	565890	410520	694960	844390	604620	835790	843640	307900	312350	530570	185780	873370	481070	569300	730480	709830	565890	25	26	25	26	26	26	24	25	26	23	26	26	25	26	26	26	734410000	26				295	1373;5762;6762;6921;7148;7881;7966	True;True;True;True;True;True;True	1390;5860;6879;7037;7265;8004;8090	3762;16044;16045;16046;16047;16048;18726;19149;19712;19713;19714;19715;19716;19717;19718;21749;21750;21751;21752;21982;21983;21984;21985;21986	4322;18390;18391;18392;18393;18394;21454;21921;21922;22546;22547;22548;22549;22550;22551;22552;24885;24886;24887;24888;25145;25146;25147;25148;25149;25150	4322;18393;21454;21922;22548;24885;25150	143;144	43;95	9606
P00505	P00505	3	3	3	Aspartate aminotransferase, mitochondrial	GOT2	sp|P00505|AATM_HUMAN Aspartate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GOT2 PE=1 SV=3	1	3	3	3	6.5	6.5	6.5	47.517	430	430	1.75	2	1	1				0	7.8656	73055	83561	90049	84139	69262	85434	39990	62894	89421	55776	73765	53059	87815	62783	87250	66022	73055	83561	90049	84139	69262	85434	39990	62894	89421	55776	73765	53059	87815	62783	87250	66022	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	59625000	4				296	2101;4009;7544	True;True;True	2142;4079;7665	5844;11301;11302;20859	6743;12958;12959;23895	6743;12959;23895			9606
P00558	P00558	12	12	9	Phosphoglycerate kinase 1	PGK1	sp|P00558|PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3	1	12	12	9	34.1	34.1	26.6	44.614	417	417	3.17	8	12	10	7	4	7	0	103.06	2815300	2269100	4016700	3006100	7486100	3904800	2073500	2522400	3083300	2228200	3052300	2942700	3349700	3052100	3846100	3391000	2815300	2269100	4016700	3006100	7486100	3904800	2073500	2522400	3083300	2228200	3052300	2942700	3349700	3052100	3846100	3391000	50	50	50	49	51	50	48	49	50	49	50	50	50	50	51	51	3818200000	51				297	151;566;590;2381;2971;4337;4411;4882;7758;8043;8045;8558	True;True;True;True;True;True;True;True;True;True;True;True	150;570;594;595;2425;3027;4408;4482;4963;7879;8167;8169;8691	414;1576;1577;1578;1626;1627;1628;1629;1630;1631;1632;1633;6635;6636;6637;6638;6639;8233;8234;8235;8236;12143;12352;12353;12354;12355;12356;12357;12358;12359;12360;13638;13639;13640;13641;13642;13643;21430;22194;22195;22196;22199;23642;23643;23644;23645;23646;23647	529;530;1807;1808;1809;1810;1860;1861;1862;1863;1864;1865;1866;1867;7658;7659;7660;7661;7662;9451;9452;9453;9454;13959;14195;14196;14197;14198;14199;14200;14201;14202;14203;15665;15666;15667;15668;15669;15670;24544;25374;25375;25376;25377;25380;27024;27025;27026;27027;27028;27029	529;1808;1864;7660;9451;13959;14202;15670;24544;25376;25380;27028	145;146;147	227;251;356	9606
P00568;Q9Y6K8	P00568	6;1	6;1	6;1	Adenylate kinase isoenzyme 1	AK1	sp|P00568|KAD1_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3	2	6	6	6	35.1	35.1	35.1	21.635	194	194;562	3.06	3	3	6	3	2	1	0	33.335	775540	522870	654820	666300	644210	672020	470260	672990	551420	574240	553940	616730	733640	493440	640060	534340	775540	522870	654820	666300	644210	672020	470260	672990	551420	574240	553940	616730	733640	493440	640060	534340	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	1709700000	18				298	874;2807;3393;4167;6649;7742	True;True;True;True;True;True	879;2859;3456;4238;6763;7863	2384;2385;2386;2387;2388;7808;7809;7810;7811;9404;9405;11714;11715;18422;18423;18424;18425;21396	2738;2739;2740;2741;2742;8984;8985;8986;8987;10781;10782;13464;13465;21099;21100;21101;21102;24501	2741;8986;10782;13465;21100;24501	148	125	9606;9606
P00738;P00739	P00738;P00739	9;5	9;5	9;5	Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain;Haptoglobin-related protein	HP;HPR	sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1;sp|P00739|HPTR_HUMAN Haptoglobin-related protein OS=Homo sapiens OX=9606 GN=HPR PE=2 SV=2	2	9	9	9	25.9	25.9	25.9	45.205	406	406;348	2.33	7	4	3	2	2		0	33.439	1404000	1130900	546950	195090	464170	97798	458620	323320	2866500	349890	1183000	147660	1590600	984100	1569400	1114400	1404000	1130900	546950	195090	464170	97798	458620	323320	2866500	349890	1183000	147660	1590600	984100	1569400	1114400	19	19	19	19	19	17	19	19	19	19	19	18	19	19	19	19	688780000	19				299	1263;4250;6060;6532;6956;7301;7939;8239;8577	True;True;True;True;True;True;True;True;True	1278;4321;6161;6644;7073;7419;8062;8365;8710	3486;11957;11958;11959;11960;16899;16900;16901;16902;18121;19246;20172;20173;21905;22721;22722;22723;23703	4009;13750;13751;13752;13753;13754;19359;19360;19361;19362;20763;22028;23056;23057;25055;25963;25964;25965;27089	4009;13752;19362;20763;22028;23056;25055;25963;27089	149	343	9606;9606
P00747	P00747	1	1	1	Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	PLG	sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2	1	1	1	1	1.2	1.2	1.2	90.568	810	810	1	1						0	3.7124	9095.4	10845	2012.3	5038.1	5440.6	3417	12110	5998.7	9848.4	20905	22660	8386.1	19945	8713.8	14547	12909	9095.4	10845	2012.3	5038.1	5440.6	3417	12110	5998.7	9848.4	20905	22660	8386.1	19945	8713.8	14547	12909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21244000	1				300	3795	True	3862	10612	12144	12144			9606
P00915	P00915	3	3	3	Carbonic anhydrase 1	CA1	sp|P00915|CAH1_HUMAN Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2	1	3	3	3	12.6	12.6	12.6	28.87	261	261	2.33	1	3	1	1			0	13.223	145220	219150	220540	143780	281800	275400	123280	115280	131530	90479	292260	106760	162850	117360	199880	126670	145220	219150	220540	143780	281800	275400	123280	115280	131530	90479	292260	106760	162850	117360	199880	126670	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	162610000	7				301	2640;7999;8562	True;True;True	2687;8123;8695	7318;7319;7320;22059;23655;23656	8426;8427;8428;25233;27037;27038;27039	8427;25233;27038			9606
P00918	P00918	3	3	3	Carbonic anhydrase 2	CA2	sp|P00918|CAH2_HUMAN Carbonic anhydrase 2 OS=Homo sapiens OX=9606 GN=CA2 PE=1 SV=2	1	3	3	3	12.7	12.7	12.7	29.246	260	260	3.44	4	2	3	3	3	3	0	41.61	709080	920920	1454100	945420	1844500	2369500	630330	921600	947510	668550	1021500	493290	996010	675040	1515000	817540	709080	920920	1454100	945420	1844500	2369500	630330	921600	947510	668550	1021500	493290	996010	675040	1515000	817540	19	19	19	19	19	19	19	19	19	19	19	19	19	18	19	19	1448600000	19				302	2499;6163;8271	True;True;True	2546;6266;8397	6961;6962;6963;6964;6965;6966;17150;17151;17152;17153;17154;17155;22819;22820;22821;22822;22823;22824	8031;8032;8033;8034;8035;8036;19634;19635;19636;19637;19638;19639;19640;26078;26079;26080;26081;26082;26083	8036;19639;26079			9606
P01008	P01008	2	2	2	Antithrombin-III	SERPINC1	sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	1	2	2	2	5	5	5	52.602	464	464	3.8	1		1	1	1	1	0	26.098	62073	127930	35000	35890	33161	22476	54262	33145	70938	85162	113940	30457	75879	52614	63322	98820	62073	127930	35000	35890	33161	22476	54262	33145	70938	85162	113940	30457	75879	52614	63322	98820	5	5	5	4	5	4	5	4	5	5	5	5	5	5	5	5	159340000	5				303	869;7690	True;True	874;7811	2370;2371;2372;2373;21280	2724;2725;2726;2727;24355	2726;24355			9606
P01009;P20848	P01009	10;1	10;1	10;1	Alpha-1-antitrypsin;Short peptide from AAT	SERPINA1	sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3	2	10	10	10	29.2	29.2	29.2	46.736	418	418;420	3.48	6	4	5	5	7	4	0	32.36	1109500	1104000	1847400	1048900	795130	515050	734650	480050	1879400	573740	921500	699370	1250400	1910500	988270	1837600	1109500	1104000	1847400	1048900	795130	515050	734650	480050	1879400	573740	921500	699370	1250400	1910500	988270	1837600	35	35	35	35	35	34	35	33	35	34	35	35	35	35	35	35	1375500000	35				304	953;1590;2992;3765;5193;5268;5431;5977;7157;8291	True;True;True;True;True;True;True;True;True;True	957;1612;3048;3832;5277;5355;5518;6078;7274;8417	2618;2619;2620;2621;2622;2623;4333;4334;4335;4336;4337;4338;4339;4340;8282;8283;10525;10526;14511;14512;14513;14514;14734;15192;15193;15194;15195;16671;16672;19737;22878	3012;3013;3014;3015;3016;3017;5001;5002;5003;5004;5005;5006;5007;5008;5009;5010;9500;9501;12050;12051;16660;16661;16662;16663;16901;17419;17420;17421;17422;17423;19111;19112;19113;22572;26143	3017;5003;9501;12051;16663;16901;17423;19111;22572;26143	150;151	375;382	9606;9606
P01011	P01011	5	5	5	Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less	SERPINA3	sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2	1	5	5	5	16.8	16.8	16.8	47.65	423	423	2.38	2	3	2		1		0	54.737	223400	115540	168630	59400	110200	113000	83186	62452	148710	54498	50810	59600	79072	166420	55317	106030	223400	115540	168630	59400	110200	113000	83186	62452	148710	54498	50810	59600	79072	166420	55317	106030	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	180560000	8				305	187;948;2238;2561;6398	True;True;True;True;True	185;952;2280;2608;6507	528;529;2606;2607;6240;6241;7129;17772	661;662;2999;3000;7217;7218;8223;20380	662;2999;7217;8223;20380			9606
P01019	P01019	2	2	2	Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4	AGT	sp|P01019|ANGT_HUMAN Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1	1	2	2	2	5.2	5.2	5.2	53.154	485	485	3.25	1		1	1	1		0	14.248	10016	10341	28865	12400	13555	39234	7024.6	6214.3	16456	5208.1	17852	12738	16196	23572	9365.5	20257	10016	10341	28865	12400	13555	39234	7024.6	6214.3	16456	5208.1	17852	12738	16196	23572	9365.5	20257	5	4	5	5	4	5	5	4	5	4	5	5	5	5	4	5	34631000	5				306	605;6802	True;True	610;6919	1664;18814;18815;18816	1901;21548;21549;21550;21551	1901;21549			9606
P01023	P01023	1	1	1	Alpha-2-macroglobulin	A2M	sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	1	1	1	1	0.9	0.9	0.9	163.29	1474	1474	2		1					0.0024169	2.2572	23820	18925	22202	13819	31402	11323	26598	7692.9	41324	11207	38927	15475	34606	46153	17818	46215	23820	18925	22202	13819	31402	11323	26598	7692.9	41324	11207	38927	15475	34606	46153	17818	46215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10626000	1				307	7302	True	7420	20174	23058	23058			9606
P01024	P01024	3	3	3	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	sp|P01024|CO3_HUMAN Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2	1	3	3	3	2.2	2.2	2.2	187.15	1663	1663	3.25	1		1	1	1		0	6.0326	63699	81105	35931	40936	35746	50883	64396	65884	51798	37205	45666	37647	59591	49610	55738	41893	63699	81105	35931	40936	35746	50883	64396	65884	51798	37205	45666	37647	59591	49610	55738	41893	4	4	4	3	4	3	4	3	3	3	3	3	4	4	3	4	88242000	4				308	2984;6712;6898	True;True;True	3040;6827;7014	8264;18582;19075;19076	9482;21277;21836;21837	9482;21277;21836			9606
P01034	P01034	3	3	3	Cystatin-C	CST3	sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	1	3	3	3	19.2	19.2	19.2	15.799	146	146	4			3	3	1	1	0	19.365	198500	80695	215250	163920	151780	169750	101020	85396	130440	95326	154400	253150	190700	123290	146200	195900	198500	80695	215250	163920	151780	169750	101020	85396	130440	95326	154400	253150	190700	123290	146200	195900	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	216200000	8				309	537;5371;5372	True;True;True	541;5458;5459	1492;1493;1494;14976;14977;14978;14979;14980	1718;1719;1720;17167;17168;17169;17170;17171	1720;17170;17171	152	40	9606
P01040	P01040	2	2	2	Cystatin-A;Cystatin-A, N-terminally processed	CSTA	sp|P01040|CYTA_HUMAN Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1	1	2	2	2	25.5	25.5	25.5	11.006	98	98	2.5	1	1	1	1			0	25.7	92212	77585	91507	48829	78580	121290	68883	68641	37517	58125	117430	55232	66572	101140	47139	55773	92212	77585	91507	48829	78580	121290	68883	68641	37517	58125	117430	55232	66572	101140	47139	55773	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	35735000	4				310	4770;6851	True;True	4849;6968	13326;18960;18961;18962	15313;21708;21709;21710	15313;21709			9606
P01042	P01042	2	2	2	Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor	KNG1	sp|P01042|KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2	1	2	2	2	4.7	4.7	4.7	71.957	644	644	2	1	1	1				0	9.2681	30315	23097	37531	27074	30023	20217	18305	19464	30252	20084	49852	33461	38089	34759	31407	46918	30315	23097	37531	27074	30023	20217	18305	19464	30252	20084	49852	33461	38089	34759	31407	46918	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	23377000	4				311	1289;7640	True;True	1305;7761	3547;3548;21134	4076;4077;4078;24197	4077;24197			9606
P01111	P01111	4	1	0	GTPase NRas	NRAS	sp|P01111|RASN_HUMAN GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1	1	4	1	0	32.8	6.3	0	21.229	189	189	2	1	1	1				0	18.628	26876	30130	22161	24486	33747	16578	24416	15671	31633	9328.7	28906	36586	22001	27811	32492	23015	26876	30130	22161	24486	33747	16578	24416	15671	31633	9328.7	28906	36586	22001	27811	32492	23015	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	47950000	3				312	1529;5953;6504;7201	False;False;False;True	1550;6053;6615;7318	4156;16601;18023;19857;19858;19859	4795;19037;20657;22714;22715;22716	4795;19037;20657;22715	153	111	9606
P01112	P01112	5	5	2	GTPase HRas;GTPase HRas, N-terminally processed	HRAS	sp|P01112|RASH_HUMAN GTPase HRas OS=Homo sapiens OX=9606 GN=HRAS PE=1 SV=1	1	5	5	2	37.6	37.6	11.1	21.298	189	189	3	1	2	2	1		1	0	16.092	124600	135630	174220	142940	215800	126090	107630	110740	135520	109430	175550	150390	144290	153360	190150	156400	124600	135630	174220	142940	215800	126090	107630	110740	135520	109430	175550	150390	144290	153360	190150	156400	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	91721000	7				313	1529;5953;6504;6659;7202	True;True;True;True;True	1550;6053;6615;6773;7319	4156;16601;18023;18449;18450;18451;19860	4795;19037;20657;21126;21127;21128;22717	4795;19037;20657;21127;22717	153	111	9606
P01116	P01116	3	1	1	GTPase KRas;GTPase KRas, N-terminally processed	KRAS	sp|P01116|RASK_HUMAN GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1	1	3	1	1	26.5	6.9	6.9	21.656	189	189	2.5		1	1				0	6.6442	99143	101130	108660	69643	175660	72017	75163	56317	93843	45514	99128	118330	63591	84351	136170	80711	99143	101130	108660	69643	175660	72017	75163	56317	93843	45514	99128	118330	63591	84351	136170	80711	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	94096000	2				314	1535;6504;7201	True;False;False	1556;6615;7318	4166;4167;18023;19857;19858;19859	4805;4806;20657;22714;22715;22716	4805;20657;22715	154	111	9606
P01210	P01210	1	1	1	Proenkephalin-A;Synenkephalin;Met-enkephalin;PENK(114-133);PENK(143-183);Met-enkephalin-Arg-Gly-Leu;Leu-enkephalin;PENK(237-258);Met-enkephalin-Arg-Phe	PENK	sp|P01210|PENK_HUMAN Proenkephalin-A OS=Homo sapiens OX=9606 GN=PENK PE=1 SV=1	1	1	1	1	7.1	7.1	7.1	30.787	267	267	2		1					0.0098414	1.7383	5182.4	5352	5800.3	3505.6	5226.6	3649.1	2693.6	2730.4	2376.3	2683.4	3206.6	2775.7	3880.3	5111.8	5123.8	44106	5182.4	5352	5800.3	3505.6	5226.6	3649.1	2693.6	2730.4	2376.3	2683.4	3206.6	2775.7	3880.3	5111.8	5123.8	44106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5814500	1				315	2370	True	2413	6613	7632	7632			9606
P01213	P01213	1	1	1	Proenkephalin-B;Alpha-neoendorphin;Beta-neoendorphin;Big dynorphin;Dynorphin A(1-17);Dynorphin A(1-13);Dynorphin A(1-8);Leu-enkephalin;Rimorphin;Leumorphin	PDYN	sp|P01213|PDYN_HUMAN Proenkephalin-B OS=Homo sapiens OX=9606 GN=PDYN PE=1 SV=1	1	1	1	1	4.7	4.7	4.7	28.385	254	254	2		1					0	2.8875	28616	22013	21994	15039	25360	33080	22188	14877	14478	16872	20857	6039.2	23639	18262	25086	27095	28616	22013	21994	15039	25360	33080	22188	14877	14478	16872	20857	6039.2	23639	18262	25086	27095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37043000	1				316	7146	True	7263	19709	22543	22543			9606
P01282	P01282	1	1	1	VIP peptides;Intestinal peptide PHV-42;Intestinal peptide PHM-27;Vasoactive intestinal peptide	VIP	sp|P01282|VIP_HUMAN VIP peptides OS=Homo sapiens OX=9606 GN=VIP PE=1 SV=1	1	1	1	1	11.2	11.2	11.2	19.168	170	170	3			1				0	2.6803	9989.2	10863	14163	8924	15133	9066.2	6693.6	7405.5	8853.2	12777	12781	12163	8297.8	13233	10466	10080	9989.2	10863	14163	8924	15133	9066.2	6693.6	7405.5	8853.2	12777	12781	12163	8297.8	13233	10466	10080	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13581000	1				317	4878	True	4959	13623	15650	15650			9606
P01303	P01303	2	2	2	Pro-neuropeptide Y;Neuropeptide Y;C-flanking peptide of NPY	NPY	sp|P01303|NPY_HUMAN Pro-neuropeptide Y OS=Homo sapiens OX=9606 GN=NPY PE=1 SV=1	1	2	2	2	21.6	21.6	21.6	10.851	97	97	2.5		1	1				0	3.4485	58257	59567	65567	65122	98024	41823	41699	42248	41858	38555	76003	59805	66684	62683	63290	50881	58257	59567	65567	65122	98024	41823	41699	42248	41858	38555	76003	59805	66684	62683	63290	50881	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	145480000	2				318	2667;7047	True;True	2714;7164	7395;19471	8511;22276	8511;22276	155	79	9606
P01591	P01591	1	1	1	Immunoglobulin J chain	IGJ	sp|P01591|IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4	1	1	1	1	7.5	7.5	7.5	18.098	159	159	5.5					1	1	0.0098253	1.7303	45117	45374	49436	34550	34905	34949	45007	31082	34738	41804	30356	27804	36183	33928	40548	29147	45117	45374	49436	34550	34905	34949	45007	31082	34738	41804	30356	27804	36183	33928	40548	29147	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	21446000	2				319	7020	True	7137	19400;19401	22198;22199	22198			9606
P01834	P01834	3	3	3	Ig kappa chain C region	IGKC	sp|P01834|IGKC_HUMAN Immunoglobulin kappa constant OS=Homo sapiens OX=9606 GN=IGKC PE=1 SV=2	1	3	3	3	51.4	51.4	51.4	11.765	107	107	2.7	3	2	1	3	1		0	151.33	356460	263220	707920	217880	506800	191400	337610	126020	403250	164260	459890	330580	288860	224480	464020	287980	356460	263220	707920	217880	506800	191400	337610	126020	403250	164260	459890	330580	288860	224480	464020	287980	16	16	16	16	16	15	16	14	16	14	16	16	16	16	16	16	273420000	16				320	7621;7779;8311	True;True;True	7742;7900;8438	21057;21058;21059;21060;21061;21062;21063;21064;21494;22933	24105;24106;24107;24108;24109;24110;24111;24112;24113;24114;24115;24116;24117;24118;24618;26207	24114;24618;26207			9606
P01857;P01860	P01857;P01860	4;2	4;2	3;1	Ig gamma-1 chain C region;Ig gamma-3 chain C region	IGHG1;IGHG3	sp|P01857|IGHG1_HUMAN Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1;sp|P01860|IGHG3_HUMAN Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2	2	4	4	3	12.4	12.4	12.4	36.105	330	330;377	2.2	4	3	2			1	0	14.267	533900	310190	597510	289670	361810	175460	483530	153800	512360	328370	312440	477540	389540	335080	367780	405730	533900	310190	597510	289670	361810	175460	483530	153800	512360	328370	312440	477540	389540	335080	367780	405730	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	385170000	12				321	595;2506;2507;7608	True;True;True;True	600;2553;2554;7728	1639;1640;1641;6993;6994;6995;6996;21001;21002;21003	1873;1874;1875;8066;8067;8068;8069;8070;8071;24041;24042;24043	1874;8066;8071;24041			9606;9606
P01859	P01859	3	2	1	Ig gamma-2 chain C region	IGHG2	sp|P01859|IGHG2_HUMAN Immunoglobulin heavy constant gamma 2 OS=Homo sapiens OX=9606 GN=IGHG2 PE=1 SV=2	1	3	2	1	10.1	6.7	2.5	35.9	326	326	1	2						0	15.68	46357	87290	93150	82234	46237	25254	53004	18054	120080	77032	154620	93202	95657	36811	70502	60650	46357	87290	93150	82234	46237	25254	53004	18054	120080	77032	154620	93202	95657	36811	70502	60650	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	93392000	2				322	2506;3550;7119	False;True;True	2553;3615;7236	6993;6994;9895;19639	8066;8067;11336;22466	8066;11336;22466			9606
P01861	P01861	2	1	1	Ig gamma-4 chain C region	IGHG4	sp|P01861|IGHG4_HUMAN Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=1	1	2	1	1	9.5	5.2	5.2	35.94	327	327	2		1					0	3.0069	2293.3	1361.1	1827.7	2159.1	2153.5	2045.8	7549.4	903.64	2659.6	1294.2	8131.8	0	2601.2	1572.5	2237.8	1774.4	2293.3	1361.1	1827.7	2159.1	2153.5	2045.8	7549.4	903.64	2659.6	1294.2	8131.8	0	2601.2	1572.5	2237.8	1774.4	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	10611000	1				323	7119;7609	False;True	7236;7729	19639;21004	22466;24044	22466;24044			9606
P01876	P01876	7	7	4	Ig alpha-1 chain C region	IGHA1	sp|P01876|IGHA1_HUMAN Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2	1	7	7	4	22.4	22.4	15	37.654	353	353	1.85	7	4	1			1	0	136.76	504910	890550	655770	388760	614230	192200	507620	154780	364910	330170	315770	670040	499270	318220	425060	289120	504910	890550	655770	388760	614230	192200	507620	154780	364910	330170	315770	670040	499270	318220	425060	289120	13	13	13	12	13	12	12	11	12	11	13	13	13	13	12	13	760890000	13				324	1085;5903;6526;7348;7510;7679;8352	True;True;True;True;True;True;True	1093;6003;6638;7466;7631;7800;8479	2952;2953;16462;16463;16464;18105;18106;20308;20740;21242;21243;21244;23054	3374;3375;18891;18892;18893;20744;20745;23205;23709;24316;24317;24318;26368	3375;18893;20745;23205;23709;24318;26368			9606
P01877	P01877	4	1	1	Ig alpha-2 chain C region	IGHA2	sp|P01877|IGHA2_HUMAN Immunoglobulin heavy constant alpha 2 OS=Homo sapiens OX=9606 GN=IGHA2 PE=1 SV=4	1	4	1	1	12.1	4.4	4.4	36.591	340	340	1	1						0	23.108	3171.8	2339.5	6759.4	5425.4	2527.3	1763.9	9040.4	1454.1	4023.2	3875.3	2932.9	8140.9	4532.9	5113.9	4280.3	3736.2	3171.8	2339.5	6759.4	5425.4	2527.3	1763.9	9040.4	1454.1	4023.2	3875.3	2932.9	8140.9	4532.9	5113.9	4280.3	3736.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5862100	1				325	1084;6526;7679;8352	True;False;False;False	1092;6638;7800;8479	2951;18105;18106;21242;21243;21244;23054	3373;20744;20745;24316;24317;24318;26368	3373;20745;24318;26368			9606
